usage_date,service,region,usage_type,unblended_cost,usage_quantity
2025-05-01,AmazonEC2,us-west-2,InstanceHours,305.8133,366.37
2025-05-01,AmazonEC2,eu-west-1,InstanceHours,245.8506,214.67
2025-05-01,AmazonEC2,ap-south-1,InstanceHours,143.1246,138.45
2025-05-01,AmazonS3,us-east-1,GB-Month,104.6638,96.93
2025-05-01,AmazonS3,us-west-2,GB-Month,62.8318,57.71
2025-05-01,AmazonS3,eu-west-1,GB-Month,59.068,54.57
2025-05-01,AmazonS3,ap-south-1,GB-Month,27.0356,24.05
2025-05-01,AmazonRDS,us-east-1,InstanceHours,281.4389,262.28
2025-05-01,AmazonRDS,us-west-2,InstanceHours,185.3979,155.32
2025-05-01,AmazonRDS,eu-west-1,InstanceHours,164.1854,143.97
2025-05-01,AmazonRDS,ap-south-1,InstanceHours,84.8423,79.19
2025-05-01,AWSLambda,us-east-1,Requests(M),37.2813,44.18
2025-05-01,AWSLambda,us-west-2,Requests(M),24.1865,22.84
2025-05-01,AWSLambda,eu-west-1,Requests(M),18.9536,17.29
2025-05-01,AWSLambda,ap-south-1,Requests(M),12.1003,10.81
2025-05-01,AmazonCloudFront,us-east-1,GB-Transfer,65.083,60.49
2025-05-01,AmazonCloudFront,us-west-2,GB-Transfer,44.1282,54.87
2025-05-01,AmazonCloudFront,eu-west-1,GB-Transfer,32.6127,28.76
2025-05-01,AmazonCloudFront,ap-south-1,GB-Transfer,18.2688,19.11
2025-05-01,AmazonEBS,us-east-1,GB-Month,91.9602,78.17
2025-05-01,AmazonEBS,us-west-2,GB-Month,52.4184,60.09
2025-05-01,AmazonEBS,eu-west-1,GB-Month,42.2311,37.86
2025-05-01,AmazonEBS,ap-south-1,GB-Month,25.3952,31.65
2025-05-01,AmazonDynamoDB,us-east-1,RCU/WCU,58.7569,65.36
2025-05-01,AmazonDynamoDB,us-west-2,RCU/WCU,31.9626,38.19
2025-05-01,AmazonDynamoDB,eu-west-1,RCU/WCU,25.977,25.86
2025-05-01,AmazonDynamoDB,ap-south-1,RCU/WCU,16.3028,13.68
2025-05-02,AmazonEC2,us-east-1,InstanceHours,477.2138,406.9
2025-05-02,AmazonEC2,us-west-2,InstanceHours,272.1739,236.52
2025-05-02,AmazonEC2,eu-west-1,InstanceHours,275.5121,329.9
2025-05-02,AmazonEC2,ap-south-1,InstanceHours,136.9494,126.22
2025-05-02,AmazonS3,us-east-1,GB-Month,105.1543,105.22
2025-05-02,AmazonS3,us-west-2,GB-Month,65.2131,74.54
2025-05-02,AmazonS3,eu-west-1,GB-Month,57.4189,54.13
2025-05-02,AmazonS3,ap-south-1,GB-Month,35.8876,44.28
2025-05-02,AmazonRDS,us-east-1,InstanceHours,356.485,403.71
2025-05-02,AmazonRDS,us-west-2,InstanceHours,198.2409,224.42
2025-05-02,AmazonRDS,eu-west-1,InstanceHours,163.0396,156.39
2025-05-02,AmazonRDS,ap-south-1,InstanceHours,83.5202,73.37
2025-05-02,AWSLambda,us-east-1,Requests(M),42.4638,38.69
2025-05-02,AWSLambda,us-west-2,Requests(M),23.9625,25.01
2025-05-02,AWSLambda,eu-west-1,Requests(M),19.9851,16.9
2025-05-02,AWSLambda,ap-south-1,Requests(M),11.8304,12.8
2025-05-02,AmazonCloudFront,us-east-1,GB-Transfer,64.1356,57.12
2025-05-02,AmazonCloudFront,us-west-2,GB-Transfer,40.0447,43.99
2025-05-02,AmazonCloudFront,eu-west-1,GB-Transfer,32.4728,33.36
2025-05-02,AmazonCloudFront,ap-south-1,GB-Transfer,18.0245,18.69
2025-05-02,AmazonEBS,us-east-1,GB-Month,96.8922,85.92
2025-05-02,AmazonEBS,us-west-2,GB-Month,52.493,46.9
2025-05-02,AmazonEBS,eu-west-1,GB-Month,43.8839,51.74
2025-05-02,AmazonEBS,ap-south-1,GB-Month,26.0557,30.66
2025-05-02,AmazonDynamoDB,us-east-1,RCU/WCU,63.1175,52.79
2025-05-02,AmazonDynamoDB,us-west-2,RCU/WCU,35.3582,33.86
2025-05-02,AmazonDynamoDB,eu-west-1,RCU/WCU,32.3849,36.27
2025-05-02,AmazonDynamoDB,ap-south-1,RCU/WCU,18.3429,21.16
2025-05-03,AmazonEC2,us-east-1,InstanceHours,391.7005,458.65
2025-05-03,AmazonEC2,us-west-2,InstanceHours,273.8494,295.75
2025-05-03,AmazonEC2,eu-west-1,InstanceHours,213.2724,197.62
2025-05-03,AmazonEC2,ap-south-1,InstanceHours,123.8016,122.29
2025-05-03,AmazonS3,us-east-1,GB-Month,95.6325,99.44
2025-05-03,AmazonS3,us-west-2,GB-Month,53.589,60.07
2025-05-03,AmazonS3,eu-west-1,GB-Month,47.0961,47.08
2025-05-03,AmazonS3,ap-south-1,GB-Month,24.232,22.78
2025-05-03,AmazonRDS,us-east-1,InstanceHours,258.4711,294.92
2025-05-03,AmazonRDS,us-west-2,InstanceHours,146.2404,138.88
2025-05-03,AmazonRDS,eu-west-1,InstanceHours,151.0279,163.99
2025-05-03,AmazonRDS,ap-south-1,InstanceHours,85.3796,80.86
2025-05-03,AWSLambda,us-east-1,Requests(M),35.2283,40.15
2025-05-03,AWSLambda,us-west-2,Requests(M),22.8067,21.26
2025-05-03,AWSLambda,eu-west-1,Requests(M),16.4281,15.01
2025-05-03,AWSLambda,ap-south-1,Requests(M),10.0217,10.41
2025-05-03,AmazonCloudFront,us-east-1,GB-Transfer,50.284,53.63
2025-05-03,AmazonCloudFront,us-west-2,GB-Transfer,37.5196,40.96
2025-05-03,AmazonCloudFront,eu-west-1,GB-Transfer,24.9312,24.46
2025-05-03,AmazonCloudFront,ap-south-1,GB-Transfer,17.0416,15.36
2025-05-03,AmazonEBS,us-east-1,GB-Month,67.1487,66.39
2025-05-03,AmazonEBS,us-west-2,GB-Month,48.1873,42.42
2025-05-03,AmazonEBS,eu-west-1,GB-Month,43.1791,48.81
2025-05-03,AmazonEBS,ap-south-1,GB-Month,23.745,21.62
2025-05-03,AmazonDynamoDB,us-east-1,RCU/WCU,51.9976,59.93
2025-05-03,AmazonDynamoDB,us-west-2,RCU/WCU,30.2227,27.46
2025-05-03,AmazonDynamoDB,eu-west-1,RCU/WCU,25.0099,24.5
2025-05-03,AmazonDynamoDB,ap-south-1,RCU/WCU,13.8831,14.53
2025-05-04,AmazonEC2,us-east-1,InstanceHours,365.9169,333.44
2025-05-04,AmazonEC2,us-west-2,InstanceHours,251.6828,307.97
2025-05-04,AmazonEC2,eu-west-1,InstanceHours,213.4924,188.41
2025-05-04,AmazonEC2,ap-south-1,InstanceHours,128.0312,148.7
2025-05-04,AmazonS3,us-east-1,GB-Month,92.4804,91.34
2025-05-04,AmazonS3,us-west-2,GB-Month,56.6176,51.84
2025-05-04,AmazonS3,eu-west-1,GB-Month,44.7896,48.87
2025-05-04,AmazonS3,ap-south-1,GB-Month,24.7973,20.85
2025-05-04,AmazonRDS,us-east-1,InstanceHours,266.4443,227.05
2025-05-04,AmazonRDS,us-west-2,InstanceHours,162.7267,173.35
2025-05-04,AmazonRDS,eu-west-1,InstanceHours,125.72,115.01
2025-05-04,AmazonRDS,ap-south-1,InstanceHours,81.3857,74.35
2025-05-04,AWSLambda,us-east-1,Requests(M),34.9855,31.34
2025-05-04,AWSLambda,us-west-2,Requests(M),19.0651,21.65
2025-05-04,AWSLambda,eu-west-1,Requests(M),20.7243,23.98
2025-05-04,AWSLambda,ap-south-1,Requests(M),10.1142,9.1
2025-05-04,AmazonCloudFront,us-east-1,GB-Transfer,54.7855,53.54
2025-05-04,AmazonCloudFront,us-west-2,GB-Transfer,33.7202,34.97
2025-05-04,AmazonCloudFront,eu-west-1,GB-Transfer,24.4074,26.24
2025-05-04,AmazonCloudFront,ap-south-1,GB-Transfer,17.4483,19.24
2025-05-04,AmazonEBS,us-east-1,GB-Month,82.4474,89.2
2025-05-04,AmazonEBS,us-west-2,GB-Month,45.278,51.69
2025-05-04,AmazonEBS,eu-west-1,GB-Month,34.8603,32.26
2025-05-04,AmazonEBS,ap-south-1,GB-Month,22.203,22.04
2025-05-04,AmazonDynamoDB,us-east-1,RCU/WCU,41.922,36.08
2025-05-04,AmazonDynamoDB,us-west-2,RCU/WCU,29.6248,35.43
2025-05-04,AmazonDynamoDB,eu-west-1,RCU/WCU,24.1313,20.94
2025-05-04,AmazonDynamoDB,ap-south-1,RCU/WCU,15.9785,14.64
2025-05-05,AmazonEC2,us-east-1,InstanceHours,502.8081,472.1
2025-05-05,AmazonEC2,us-west-2,InstanceHours,271.6909,247.29
2025-05-05,AmazonEC2,eu-west-1,InstanceHours,262.5687,237.3
2025-05-05,AmazonEC2,ap-south-1,InstanceHours,161.634,156.92
2025-05-05,AmazonS3,us-east-1,GB-Month,108.0176,133.8
2025-05-05,AmazonS3,us-west-2,GB-Month,61.8075,65.29
2025-05-05,AmazonS3,eu-west-1,GB-Month,50.2467,62.04
2025-05-05,AmazonS3,ap-south-1,GB-Month,35.5615,43.03
2025-05-05,AmazonRDS,us-east-1,InstanceHours,310.0798,303.78
2025-05-05,AmazonRDS,us-west-2,InstanceHours,183.1174,182.62
2025-05-05,AmazonRDS,eu-west-1,InstanceHours,137.738,170.38
2025-05-05,AmazonRDS,ap-south-1,InstanceHours,84.7269,93.19
2025-05-05,AWSLambda,us-east-1,Requests(M),36.2716,43.44
2025-05-05,AWSLambda,us-west-2,Requests(M),24.0098,22.09
2025-05-05,AWSLambda,eu-west-1,Requests(M),19.5072,17.79
2025-05-05,AWSLambda,ap-south-1,Requests(M),12.3719,14.66
2025-05-05,AmazonCloudFront,us-east-1,GB-Transfer,76.1308,69.82
2025-05-05,AmazonCloudFront,us-west-2,GB-Transfer,44.2116,37.44
2025-05-05,AmazonCloudFront,eu-west-1,GB-Transfer,37.4133,41.35
2025-05-05,AmazonCloudFront,ap-south-1,GB-Transfer,22.7917,19.48
2025-05-05,AmazonEBS,us-east-1,GB-Month,81.977,72.5
2025-05-05,AmazonEBS,us-west-2,GB-Month,50.7844,63.4
2025-05-05,AmazonEBS,eu-west-1,GB-Month,41.8572,36.27
2025-05-05,AmazonEBS,ap-south-1,GB-Month,27.7468,25.77
2025-05-05,AmazonDynamoDB,us-east-1,RCU/WCU,52.8428,64.15
2025-05-05,AmazonDynamoDB,us-west-2,RCU/WCU,38.9532,34.41
2025-05-05,AmazonDynamoDB,eu-west-1,RCU/WCU,28.1301,27.04
2025-05-05,AmazonDynamoDB,ap-south-1,RCU/WCU,15.9372,16.05
2025-05-06,AmazonEC2,us-east-1,InstanceHours,474.1232,558.25
2025-05-06,AmazonEC2,us-west-2,InstanceHours,285.9447,249.69
2025-05-06,AmazonEC2,eu-west-1,InstanceHours,240.8901,233.69
2025-05-06,AmazonEC2,ap-south-1,InstanceHours,145.0447,174.33
2025-05-06,AmazonS3,us-east-1,GB-Month,113.8721,139.01
2025-05-06,AmazonS3,us-west-2,GB-Month,64.4918,57.58
2025-05-06,AmazonS3,eu-west-1,GB-Month,47.7648,54.87
2025-05-06,AmazonS3,ap-south-1,GB-Month,30.5885,26.2
2025-05-06,AmazonRDS,us-east-1,InstanceHours,289.5354,293.71
2025-05-06,AmazonRDS,us-west-2,InstanceHours,182.5097,161.95
2025-05-06,AmazonRDS,eu-west-1,InstanceHours,150.3819,131.45
2025-05-06,AmazonRDS,ap-south-1,InstanceHours,103.7928,122.38
2025-05-06,AWSLambda,us-east-1,Requests(M),43.6332,42.88
2025-05-06,AWSLambda,us-west-2,Requests(M),25.5886,23.91
2025-05-06,AWSLambda,eu-west-1,Requests(M),17.1475,16.69
2025-05-06,AWSLambda,ap-south-1,Requests(M),13.0473,14.45
2025-05-06,AmazonCloudFront,us-east-1,GB-Transfer,60.3167,71.03
2025-05-06,AmazonCloudFront,us-west-2,GB-Transfer,40.3736,43.47
2025-05-06,AmazonCloudFront,eu-west-1,GB-Transfer,33.9746,30.91
2025-05-06,AmazonCloudFront,ap-south-1,GB-Transfer,22.7022,26.09
2025-05-06,AmazonEBS,us-east-1,GB-Month,80.6251,94.25
2025-05-06,AmazonEBS,us-west-2,GB-Month,51.6302,49.31
2025-05-06,AmazonEBS,eu-west-1,GB-Month,39.103,39.51
2025-05-06,AmazonEBS,ap-south-1,GB-Month,27.244,23.79
2025-05-06,AmazonDynamoDB,us-east-1,RCU/WCU,56.1189,47.08
2025-05-06,AmazonDynamoDB,us-west-2,RCU/WCU,35.3853,33.9
2025-05-06,AmazonDynamoDB,eu-west-1,RCU/WCU,23.2342,22.57
2025-05-06,AmazonDynamoDB,ap-south-1,RCU/WCU,15.9804,19.11
2025-05-07,AmazonEC2,us-east-1,InstanceHours,496.576,568.43
2025-05-07,AmazonEC2,us-west-2,InstanceHours,308.5216,300.99
2025-05-07,AmazonEC2,eu-west-1,InstanceHours,272.9708,264.13
2025-05-07,AmazonEC2,ap-south-1,InstanceHours,161.7264,185.17
2025-05-07,AmazonS3,us-east-1,GB-Month,99.8556,95.68
2025-05-07,AmazonS3,us-west-2,GB-Month,63.6089,62.26
2025-05-07,AmazonS3,eu-west-1,GB-Month,55.5759,48.74
2025-05-07,AmazonS3,ap-south-1,GB-Month,32.1972,27.01
2025-05-07,AmazonRDS,us-east-1,InstanceHours,294.6655,359.51
2025-05-07,AmazonRDS,us-west-2,InstanceHours,184.3881,162.45
2025-05-07,AmazonRDS,eu-west-1,InstanceHours,167.925,181.51
2025-05-07,AmazonRDS,ap-south-1,InstanceHours,90.545,94.41
2025-05-07,AWSLambda,us-east-1,Requests(M),42.4486,50.83
2025-05-07,AWSLambda,us-west-2,Requests(M),24.949,21.8
2025-05-07,AWSLambda,eu-west-1,Requests(M),19.334,20.52
2025-05-07,AWSLambda,ap-south-1,Requests(M),13.2366,16.17
2025-05-07,AmazonCloudFront,us-east-1,GB-Transfer,69.8068,83.28
2025-05-07,AmazonCloudFront,us-west-2,GB-Transfer,40.7625,46.45
2025-05-07,AmazonCloudFront,eu-west-1,GB-Transfer,35.6095,33.8
2025-05-07,AmazonCloudFront,ap-south-1,GB-Transfer,22.9018,26.17
2025-05-07,AmazonEBS,us-east-1,GB-Month,88.5784,87.76
2025-05-07,AmazonEBS,us-west-2,GB-Month,53.0699,45.55
2025-05-07,AmazonEBS,eu-west-1,GB-Month,45.3659,41.48
2025-05-07,AmazonEBS,ap-south-1,GB-Month,27.7137,32.91
2025-05-07,AmazonDynamoDB,us-east-1,RCU/WCU,57.0813,71.04
2025-05-07,AmazonDynamoDB,us-west-2,RCU/WCU,34.579,40.05
2025-05-07,AmazonDynamoDB,eu-west-1,RCU/WCU,28.3746,23.88
2025-05-07,AmazonDynamoDB,ap-south-1,RCU/WCU,18.1336,17.45
2025-05-08,AmazonEC2,us-east-1,InstanceHours,488.6143,550.47
2025-05-08,AmazonEC2,us-west-2,InstanceHours,255.905,214.4
2025-05-08,AmazonEC2,eu-west-1,InstanceHours,245.2639,294.45
2025-05-08,AmazonEC2,ap-south-1,InstanceHours,147.5361,138.11
2025-05-08,AmazonS3,us-east-1,GB-Month,94.8224,85.94
2025-05-08,AmazonS3,us-west-2,GB-Month,66.0535,79.12
2025-05-08,AmazonS3,eu-west-1,GB-Month,51.2446,43.15
2025-05-08,AmazonS3,ap-south-1,GB-Month,31.4397,28.57
2025-05-08,AmazonRDS,us-east-1,InstanceHours,292.0129,337.89
2025-05-08,AmazonRDS,us-west-2,InstanceHours,167.6648,151.51
2025-05-08,AmazonRDS,eu-west-1,InstanceHours,153.4364,173.34
2025-05-08,AmazonRDS,ap-south-1,InstanceHours,93.8539,99.42
2025-05-08,AWSLambda,us-east-1,Requests(M),48.6889,45.61
2025-05-08,AWSLambda,us-west-2,Requests(M),23.432,22.93
2025-05-08,AWSLambda,eu-west-1,Requests(M),21.6758,26.04
2025-05-08,AWSLambda,ap-south-1,Requests(M),11.9385,12.1
2025-05-08,AmazonCloudFront,us-east-1,GB-Transfer,74.8304,70.31
2025-05-08,AmazonCloudFront,us-west-2,GB-Transfer,43.84,54.45
2025-05-08,AmazonCloudFront,eu-west-1,GB-Transfer,33.5117,37.51
2025-05-08,AmazonCloudFront,ap-south-1,GB-Transfer,19.2216,16.22
2025-05-08,AmazonEBS,us-east-1,GB-Month,78.1396,66.68
2025-05-08,AmazonEBS,us-west-2,GB-Month,56.5624,51.6
2025-05-08,AmazonEBS,eu-west-1,GB-Month,40.8113,46.39
2025-05-08,AmazonEBS,ap-south-1,GB-Month,23.1435,19.47
2025-05-08,AmazonDynamoDB,us-east-1,RCU/WCU,62.7358,66.84
2025-05-08,AmazonDynamoDB,us-west-2,RCU/WCU,35.0675,30.64
2025-05-08,AmazonDynamoDB,eu-west-1,RCU/WCU,28.5732,25.74
2025-05-08,AmazonDynamoDB,ap-south-1,RCU/WCU,18.4722,16.78
2025-05-09,AmazonEC2,us-east-1,InstanceHours,477.7446,484.43
2025-05-09,AmazonEC2,us-west-2,InstanceHours,308.0135,268.77
2025-05-09,AmazonEC2,eu-west-1,InstanceHours,234.6,206.1
2025-05-09,AmazonEC2,ap-south-1,InstanceHours,162.5582,198.54
2025-05-09,AmazonS3,us-east-1,GB-Month,99.3605,108.66
2025-05-09,AmazonS3,us-west-2,GB-Month,66.078,66.26
2025-05-09,AmazonS3,eu-west-1,GB-Month,57.1583,56.15
2025-05-09,AmazonS3,ap-south-1,GB-Month,24.5151,26.29
2025-05-09,AmazonRDS,us-east-1,InstanceHours,315.672,328.83
2025-05-09,AmazonRDS,us-west-2,InstanceHours,172.4701,172.07
2025-05-09,AmazonRDS,eu-west-1,InstanceHours,160.0157,147.75
2025-05-09,AmazonRDS,ap-south-1,InstanceHours,92.6854,113.28
2025-05-09,AWSLambda,us-east-1,Requests(M),42.384,41.6
2025-05-09,AWSLambda,us-west-2,Requests(M),24.4084,24.81
2025-05-09,AWSLambda,eu-west-1,Requests(M),22.346,25.05
2025-05-09,AWSLambda,ap-south-1,Requests(M),10.9751,13.03
2025-05-09,AmazonCloudFront,us-east-1,GB-Transfer,75.9329,82.8
2025-05-09,AmazonCloudFront,us-west-2,GB-Transfer,34.6952,29.07
2025-05-09,AmazonCloudFront,eu-west-1,GB-Transfer,33.5548,39.88
2025-05-09,AmazonCloudFront,ap-south-1,GB-Transfer,18.0164,19.92
2025-05-09,AmazonEBS,us-east-1,GB-Month,87.9321,79.91
2025-05-09,AmazonEBS,us-west-2,GB-Month,49.8882,56.8
2025-05-09,AmazonEBS,eu-west-1,GB-Month,45.2766,54.86
2025-05-09,AmazonEBS,ap-south-1,GB-Month,27.3688,28.93
2025-05-09,AmazonDynamoDB,us-east-1,RCU/WCU,57.6961,57.1
2025-05-09,AmazonDynamoDB,us-west-2,RCU/WCU,36.3512,38.59
2025-05-09,AmazonDynamoDB,eu-west-1,RCU/WCU,29.8453,24.89
2025-05-09,AmazonDynamoDB,ap-south-1,RCU/WCU,17.5619,15.82
2025-05-10,AmazonEC2,us-east-1,InstanceHours,410.937,435.92
2025-05-10,AmazonEC2,us-west-2,InstanceHours,198.3144,166.06
2025-05-10,AmazonEC2,eu-west-1,InstanceHours,200.635,249.28
2025-05-10,AmazonEC2,ap-south-1,InstanceHours,142.6332,141.47
2025-05-10,AmazonS3,us-east-1,GB-Month,89.243,102.23
2025-05-10,AmazonS3,us-west-2,GB-Month,54.9912,67.99
2025-05-10,AmazonS3,eu-west-1,GB-Month,46.9099,39.14
2025-05-10,AmazonS3,ap-south-1,GB-Month,26.2472,22.28
2025-05-10,AmazonRDS,us-east-1,InstanceHours,266.2172,256.9
2025-05-10,AmazonRDS,us-west-2,InstanceHours,175.1996,172.51
2025-05-10,AmazonRDS,eu-west-1,InstanceHours,121.9687,114.24
2025-05-10,AmazonRDS,ap-south-1,InstanceHours,87.5969,103.22
2025-05-10,AWSLambda,us-east-1,Requests(M),36.6897,31.59
2025-05-10,AWSLambda,us-west-2,Requests(M),19.9455,19.64
2025-05-10,AWSLambda,eu-west-1,Requests(M),16.3447,15.73
2025-05-10,AWSLambda,ap-south-1,Requests(M),11.7862,12.13
2025-05-10,AmazonCloudFront,us-east-1,GB-Transfer,64.1745,74.24
2025-05-10,AmazonCloudFront,us-west-2,GB-Transfer,35.3931,42.06
2025-05-10,AmazonCloudFront,eu-west-1,GB-Transfer,28.7505,35.74
2025-05-10,AmazonCloudFront,ap-south-1,GB-Transfer,17.1015,19.2
2025-05-10,AmazonEBS,us-east-1,GB-Month,73.4619,70.42
2025-05-10,AmazonEBS,us-west-2,GB-Month,44.3884,43.2
2025-05-10,AmazonEBS,eu-west-1,GB-Month,37.7267,31.45
2025-05-10,AmazonEBS,ap-south-1,GB-Month,20.7733,17.64
2025-05-10,AmazonDynamoDB,us-east-1,RCU/WCU,47.3509,51.56
2025-05-10,AmazonDynamoDB,us-west-2,RCU/WCU,29.2724,31.52
2025-05-10,AmazonDynamoDB,eu-west-1,RCU/WCU,28.9096,26.29
2025-05-10,AmazonDynamoDB,ap-south-1,RCU/WCU,15.2133,16.93
2025-05-11,AmazonEC2,us-east-1,InstanceHours,376.6986,398.58
2025-05-11,AmazonEC2,us-west-2,InstanceHours,227.6628,189.74
2025-05-11,AmazonEC2,eu-west-1,InstanceHours,194.5929,203.57
2025-05-11,AmazonEC2,ap-south-1,InstanceHours,141.2864,141.93
2025-05-11,AmazonS3,us-east-1,GB-Month,97.75,99.14
2025-05-11,AmazonS3,us-west-2,GB-Month,52.1628,56.81
2025-05-11,AmazonS3,eu-west-1,GB-Month,46.4186,47.94
2025-05-11,AmazonS3,ap-south-1,GB-Month,27.601,25.86
2025-05-11,AmazonRDS,us-east-1,InstanceHours,258.4273,315.93
2025-05-11,AmazonRDS,us-west-2,InstanceHours,145.8335,179.67
2025-05-11,AmazonRDS,eu-west-1,InstanceHours,112.8501,102.87
2025-05-11,AmazonRDS,ap-south-1,InstanceHours,82.7113,71.4
2025-05-11,AWSLambda,us-east-1,Requests(M),35.8421,35.64
2025-05-11,AWSLambda,us-west-2,Requests(M),19.6549,23.26
2025-05-11,AWSLambda,eu-west-1,Requests(M),18.9392,18.82
2025-05-11,AWSLambda,ap-south-1,Requests(M),11.7352,10.03
2025-05-11,AmazonCloudFront,us-east-1,GB-Transfer,60.6973,60.47
2025-05-11,AmazonCloudFront,us-west-2,GB-Transfer,35.6821,42.16
2025-05-11,AmazonCloudFront,eu-west-1,GB-Transfer,26.5352,25.54
2025-05-11,AmazonCloudFront,ap-south-1,GB-Transfer,17.6476,16.38
2025-05-11,AmazonEBS,us-east-1,GB-Month,68.784,69.66
2025-05-11,AmazonEBS,us-west-2,GB-Month,44.303,53.21
2025-05-11,AmazonEBS,eu-west-1,GB-Month,40.2272,33.95
2025-05-11,AmazonEBS,ap-south-1,GB-Month,23.4446,27.28
2025-05-11,AmazonDynamoDB,us-east-1,RCU/WCU,59.3522,50.77
2025-05-11,AmazonDynamoDB,us-west-2,RCU/WCU,32.5415,30.97
2025-05-11,AmazonDynamoDB,eu-west-1,RCU/WCU,24.3553,22.94
2025-05-11,AmazonDynamoDB,ap-south-1,RCU/WCU,13.5139,12.51
2025-05-12,AmazonEC2,us-east-1,InstanceHours,479.8642,406.45
2025-05-12,AmazonEC2,us-west-2,InstanceHours,300.0138,364.25
2025-05-12,AmazonEC2,eu-west-1,InstanceHours,268.9377,324.38
2025-05-12,AmazonEC2,ap-south-1,InstanceHours,156.7289,191.93
2025-05-12,AmazonS3,us-east-1,GB-Month,92.5775,80.92
2025-05-12,AmazonS3,us-west-2,GB-Month,64.1361,65.56
2025-05-12,AmazonS3,eu-west-1,GB-Month,56.7492,61.16
2025-05-12,AmazonS3,ap-south-1,GB-Month,34.7731,38.75
2025-05-12,AmazonRDS,us-east-1,InstanceHours,329.8964,318.89
2025-05-12,AmazonRDS,us-west-2,InstanceHours,173.1379,192.07
2025-05-12,AmazonRDS,eu-west-1,InstanceHours,144.8199,132.56
2025-05-12,AmazonRDS,ap-south-1,InstanceHours,103.8811,88.71
2025-05-12,AWSLambda,us-east-1,Requests(M),39.5705,45.99
2025-05-12,AWSLambda,us-west-2,Requests(M),27.5786,24.57
2025-05-12,AWSLambda,eu-west-1,Requests(M),19.0923,17.55
2025-05-12,AWSLambda,ap-south-1,Requests(M),12.1606,13.27
2025-05-12,AmazonCloudFront,us-east-1,GB-Transfer,59.7878,55.03
2025-05-12,AmazonCloudFront,us-west-2,GB-Transfer,41.4719,35.93
2025-05-12,AmazonCloudFront,eu-west-1,GB-Transfer,32.9445,33.08
2025-05-12,AmazonCloudFront,ap-south-1,GB-Transfer,22.0777,26.42
2025-05-12,AmazonEBS,us-east-1,GB-Month,91.9314,109.02
2025-05-12,AmazonEBS,us-west-2,GB-Month,54.3665,48.26
2025-05-12,AmazonEBS,eu-west-1,GB-Month,41.3282,38.41
2025-05-12,AmazonEBS,ap-south-1,GB-Month,28.7236,35.9
2025-05-12,AmazonDynamoDB,us-east-1,RCU/WCU,58.654,55.96
2025-05-12,AmazonDynamoDB,us-west-2,RCU/WCU,37.0274,34.74
2025-05-12,AmazonDynamoDB,eu-west-1,RCU/WCU,31.7349,30.4
2025-05-12,AmazonDynamoDB,ap-south-1,RCU/WCU,17.7444,15.26
2025-05-13,AmazonEC2,us-east-1,InstanceHours,441.9622,379.23
2025-05-13,AmazonEC2,us-west-2,InstanceHours,300.6904,280.32
2025-05-13,AmazonEC2,eu-west-1,InstanceHours,242.1448,270.36
2025-05-13,AmazonEC2,ap-south-1,InstanceHours,137.8481,131.01
2025-05-13,AmazonS3,us-east-1,GB-Month,117.0866,100.35
2025-05-13,AmazonS3,us-west-2,GB-Month,61.7453,57.53
2025-05-13,AmazonS3,eu-west-1,GB-Month,54.9023,46.21
2025-05-13,AmazonS3,ap-south-1,GB-Month,27.9094,23.35
2025-05-13,AmazonRDS,us-east-1,InstanceHours,322.8693,366.84
2025-05-13,AmazonRDS,us-west-2,InstanceHours,186.1476,207.19
2025-05-13,AmazonRDS,eu-west-1,InstanceHours,147.4026,142.3
2025-05-13,AmazonRDS,ap-south-1,InstanceHours,81.4287,78.18
2025-05-13,AWSLambda,us-east-1,Requests(M),42.2484,36.23
2025-05-13,AWSLambda,us-west-2,Requests(M),24.0278,25.11
2025-05-13,AWSLambda,eu-west-1,Requests(M),23.2545,21.83
2025-05-13,AWSLambda,ap-south-1,Requests(M),11.6743,12.25
2025-05-13,AmazonCloudFront,us-east-1,GB-Transfer,59.9063,67.0
2025-05-13,AmazonCloudFront,us-west-2,GB-Transfer,38.5562,39.21
2025-05-13,AmazonCloudFront,eu-west-1,GB-Transfer,38.0596,34.24
2025-05-13,AmazonCloudFront,ap-south-1,GB-Transfer,22.4075,23.59
2025-05-13,AmazonEBS,us-east-1,GB-Month,97.5056,92.68
2025-05-13,AmazonEBS,us-west-2,GB-Month,51.9504,52.49
2025-05-13,AmazonEBS,eu-west-1,GB-Month,46.208,45.01
2025-05-13,AmazonEBS,ap-south-1,GB-Month,26.75,23.89
2025-05-13,AmazonDynamoDB,us-east-1,RCU/WCU,55.8938,58.85
2025-05-13,AmazonDynamoDB,us-west-2,RCU/WCU,35.1741,34.28
2025-05-13,AmazonDynamoDB,eu-west-1,RCU/WCU,28.4539,24.03
2025-05-13,AmazonDynamoDB,ap-south-1,RCU/WCU,19.4085,21.36
2025-05-14,AmazonEC2,us-east-1,InstanceHours,469.2634,471.91
2025-05-14,AmazonEC2,us-west-2,InstanceHours,329.8925,294.28
2025-05-14,AmazonEC2,eu-west-1,InstanceHours,233.5225,231.65
2025-05-14,AmazonEC2,ap-south-1,InstanceHours,143.4155,141.78
2025-05-14,AmazonS3,us-east-1,GB-Month,105.9018,98.74
2025-05-14,AmazonS3,us-west-2,GB-Month,59.8493,50.11
2025-05-14,AmazonS3,eu-west-1,GB-Month,52.9159,52.46
2025-05-14,AmazonS3,ap-south-1,GB-Month,32.0686,37.09
